"workerid","strong_adjective","not_paid_attention","condition_prosody","responsequestion","exchange","question","setup_phrase","condition_knowledge","weak_adjective","context","time","response","slide_number_in_experiment","language","enjoyment","gender","age","comments","asses","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.condition","Answer.hit_information","Answer.time_in_minutes"
70,"""exhausting""","false","""filler""","""Does Julie mean that her hike was strenuous?""","""Mike: What was your hike like?""","""Did Julie go on a hike in the Alps?""","""Believe me,""","""know""","""strenuous""","""Julie is having dinner with her roommate Mike. The two talk about Julie&quotechars recent trip to Switzerland, where Julie completed a multi-day hike through the Alps.""",5024,0.8,13,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""starving""","false","""RFR""","""Does Julie mean that her dog was starving?""","""Mike: What did your dog feel like after not eating for so long?""","""Did Julie feed a dog?""","""Believe me,""","""know""","""hungry""","""Julie and Mike are talking about her day at work over dinner. Julie tells Mike about having to rush home on her lunch break because she had forgotten to feed her dog.""",4660,0.71,14,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""famous""","false","""neutral""","""Does Julie mean that her boss is famous?""","""Mike: What&quotechars your new boss like?""","""Does Julie work at a law firm?""","""Believe me,""","""know""","""prominent""","""Julie is hanging out with her boyfriend Mike. She tells him about her anxious first day of work at a prestigious law firm.""",6338,0.7,15,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""decrepit""","false","""neutral""","""Does Julie mean that her house is decrepit?""","""Mike: What does your new house look like?""","""Did Julie recently move?""","""Believe me,""","""know""","""shabby""","""Julie is on the phone with her former roommate Mike. Julie recently moved to a new city, and she tells Mike about the house she just bought.""",3094,0.72,16,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""impeccible""","false","""RFR""","""Does Julie mean that her speech was impeccible?""","""Mike: What was your speech like?""","""Did Julie give a speech?""","""Believe me,""","""know""","""polished""","""Stan and Mike are meeting for drinks. Mike couldn&quotechart make it to her valedictorian speech yesterday but wants to know how it went.""",4369,0.76,17,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""hideous""","false","""neutral""","""Does Julie mean that his bridesmaid dress was hideous?""","""Stan: What did her bridesmaid dress look like?""","""Did Julie choose her bridesmaid dress?""","""I don&quotechart know for sure, but""","""ignorant""","""ugly""","""Julie is getting lunch with her boyfriend Stan. Julie had a brief conversation this morning with her friend Sophie, who recently came back from a wedding in which she was a bridesmaid for a friend with notoriously poor taste in dresses.""",8216,0.75,18,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""expensive""","false","""control""","""Does Julie mean that his cellphone plan cheap?""","""Stan: What is his new cellphone plan like?""","""Did Julie sign up for a new cellphone plan?""","""I don&quotechart know for sure, but""","""ignorant""","""cheap""","""Julie and Stan are two friends catching up over coffee. After Stan mentions that he needs a new cell phone plan, she says that her friend Mike just told her about his own experience switching to a new provider.""",3294,0.73,19,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""lethargic""","false","""control""","""Does Julie mean that her boss is energetic?""","""Mike: What is your new boss like?""","""Does Julie&quotechars boss have 5 kids?""","""I don&quotechart know for sure, but""","""know""","""energetic""","""Julie is at home with her boyfriend Mike. She tells him about her new job, which she started this week, and her new boss - who she is still getting used under.""",5068,0.74,20,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""respectful""","false","""control""","""Does Julie mean that his brother is rude?""","""Stan: What was his brother&quotechars behavior like?""","""Is Julie&quotechars brother talkative?""","""I don&quotechart know for sure, but""","""ignorant""","""rude""","""Julie is having lunch with Stan. She tells him about her friend Mike, who told Julie about his recent trip to a Buddhist temple with his very belligerent and talkative brother.""",4520,0.26,21,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
70,"""tiny""","false","""control""","""Does Julie mean that his umbrella was big?""","""Stan: What was his umbrella like?""","""Did Julie need an umbrella at the festival?""","""I don&quotechart know for sure, but""","""ignorant""","""big""","""Julie is meeting her friend Stan for brunch. She tells him about their friend Mike, who recently got caught in a major thunderstorm at a music festival with an umbrella but no raincoat.""",2690,0.23,22,"""English""","""1""","""Female""","""24""","""""","""Yes""","""3""","""Mac""",1152,2048,"""Chrome""","""31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:45 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:45 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=31ODACBENTE2T5PQQIG5U2XBMI9SQI""","""3P59JYT76LJP26YE390WW9RL9DUT25""",0,"""Submitted""","""Sat May 26 07:12:50 PDT 2018""","""Fri May 25 14:25:24 PDT 2018""","""Fri May 25 14:32:50 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""2.723116666666667"""
