"workerid","strong_adjective","not_paid_attention","condition_prosody","responsequestion","exchange","question","setup_phrase","condition_knowledge","weak_adjective","context","time","response","slide_number_in_experiment","language","enjoyment","gender","age","comments","asses","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.condition","Answer.hit_information","Answer.time_in_minutes"
4,"""lethargic""","false","""control""","""Does Julie mean that his boss is energetic?""","""Stan: What is his new boss like?""","""Does Julie&quotechars boss have 5 kids?""","""I don&quotechart know for sure, but""","""ignorant""","""energetic""","""Julie is at home with her boyfriend Stan. She tells him about her friend Mike, who started a new job this week and is getting used to working under his new boss.""",32506,0,20,"""English""","""2""","""Male""","""31""","""Was fun, but should have some good sarcasm lines for a twist.""","""Yes""","""0""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3RU7GD8VPOSKFDM5G76IIH3SI49PS0""",4,"""Submitted""","""Sat May 26 07:41:40 PDT 2018""","""Fri May 25 14:39:54 PDT 2018""","""Fri May 25 15:01:40 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""12.5606"""
4,"""respectful""","false","""control""","""Does Julie mean that his brother is rude?""","""Stan: What was his brother&quotechars behavior like?""","""Is Julie&quotechars brother talkative?""","""I don&quotechart know for sure, but""","""ignorant""","""rude""","""Julie is having lunch with Stan. She tells him about her friend Mike, who told Julie about his recent trip to a Buddhist temple with his very belligerent and talkative brother.""",39726,0.22,21,"""English""","""2""","""Male""","""31""","""Was fun, but should have some good sarcasm lines for a twist.""","""Yes""","""0""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3RU7GD8VPOSKFDM5G76IIH3SI49PS0""",4,"""Submitted""","""Sat May 26 07:41:40 PDT 2018""","""Fri May 25 14:39:54 PDT 2018""","""Fri May 25 15:01:40 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""12.5606"""
4,"""tiny""","false","""control""","""Does Julie mean that her umbrella was big?""","""Mike: What was your umbrella like?""","""Did Julie need an umbrella at the festival?""","""I don&quotechart know for sure, but""","""know""","""big""","""Julie is meeting her friend Stan for brunch. She tells him about how she recently got caught in a major thunderstorm at a music festival with an umbrella but no raincoat.""",28234,0,22,"""English""","""2""","""Male""","""31""","""Was fun, but should have some good sarcasm lines for a twist.""","""Yes""","""0""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3RU7GD8VPOSKFDM5G76IIH3SI49PS0""",4,"""Submitted""","""Sat May 26 07:41:40 PDT 2018""","""Fri May 25 14:39:54 PDT 2018""","""Fri May 25 15:01:40 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""12.5606"""
4,"""heavy""","false","""control""","""Does Julie mean that her suitcase was light?""","""Mike: What was your suitcase like?""","""Did Julie travel to Australia?""","""I don&quotechart know for sure, but""","""know""","""light""","""Julie and her boyfriend Mike are getting coffee. She tells him about her flight home from her last business trip, during which Julie was forced to check her carry-on bag.""",17239,0,23,"""English""","""2""","""Male""","""31""","""Was fun, but should have some good sarcasm lines for a twist.""","""Yes""","""0""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3RU7GD8VPOSKFDM5G76IIH3SI49PS0""",4,"""Submitted""","""Sat May 26 07:41:40 PDT 2018""","""Fri May 25 14:39:54 PDT 2018""","""Fri May 25 15:01:40 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""12.5606"""
4,"""guilty""","false","""control""","""Does Julie mean that her sister was innocent?""","""Mike: What happened with your sister?""","""Did Julie&quotechars sister get arrested for drugs?""","""I don&quotechart know for sure, but""","""know""","""innocent""","""Julie and her friend Mike meet for a walk in a park one afternoon. She reveals to Mike for the first time that she has a sister, who has been in jail for several years for felony drug possession.""",21659,0,24,"""English""","""2""","""Male""","""31""","""Was fun, but should have some good sarcasm lines for a twist.""","""Yes""","""0""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3RU7GD8VPOSKFDM5G76IIH3SI49PS0""",4,"""Submitted""","""Sat May 26 07:41:40 PDT 2018""","""Fri May 25 14:39:54 PDT 2018""","""Fri May 25 15:01:40 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""12.5606"""
5,"""starving""","false","""neutral""","""Does Julie mean that her dog was starving?""","""Mike: What did your dog feel like after not eating for so long?""","""Did Julie feed a dog?""","""Believe me,""","""know""","""hungry""","""Julie and Mike are talking about her day at work over dinner. Julie tells Mike about having to rush home on her lunch break because she had forgotten to feed her dog.""",84763,0.76,3,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""impeccible""","false","""RFR""","""Does Julie mean that his speech was impeccible?""","""Stan: What was his speech like?""","""Did Julie give a speech?""","""I don&quotechart know for sure, but""","""ignorant""","""polished""","""Stan and Julie are meeting for drinks. Neither of them could make it to their friend Mike&quotechars valedictorian speech yesterday, but Julie talked very briefly to a friend who was in attendance.""",13086,0.47,4,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""hot""","false","""neutral""","""Does Julie mean that his date was hot?""","""Stan: What did his date look like?""","""Did Julie recently go on a date?""","""I don&quotechart know for sure, but""","""ignorant""","""good-looking""","""Stan and his friend Julie meet for lunch. Julie tells him about their mutual friend Mike, who just went on a date with someone Julie has never met.""",7125,0.76,5,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""hideous""","false","""RFR""","""Does Julie mean that his bridesmaid dress was hideous?""","""Stan: What did her bridesmaid dress look like?""","""Did Julie choose her bridesmaid dress?""","""I don&quotechart know for sure, but""","""ignorant""","""ugly""","""Julie is getting lunch with her boyfriend Stan. Julie had a brief conversation this morning with her friend Sophie, who recently came back from a wedding in which she was a bridesmaid for a friend with notoriously poor taste in dresses.""",8242,0.91,6,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""exhausting""","false","""RFR""","""Does Julie mean that her hike was exhausting?""","""Mike: What was your hike like?""","""Did Julie go on a hike in the Alps?""","""Believe me,""","""know""","""strenuous""","""Julie is having dinner with her roommate Mike. The two talk about Julie&quotechars recent trip to Switzerland, where Julie completed a multi-day hike through the Alps.""",6661,0.89,7,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""hilarious""","false","""neutral""","""Does Julie mean that her blog post was hilarious?""","""Mike: What is your new tweet like?""","""Does Julie read and write for a comedy blog?""","""Believe me,""","""know""","""funny""","""Julie is at a party with her friend Mike. A professional comedian, Julie tells Mike about her latest tweet.""",303638,0.5,8,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""hysterical""","false","""filler""","""Does Julie mean that her patient was anxious?""","""Mike: What did your patient feel like?""","""Does Julie know exactly what state the patient was in?""","""Believe me,""","""know""","""anxious""","""Julie is having lunch with Mike. She&quotechars a doctor and tells him about a difficult patient she had to calm down today.""",605672,0.61,9,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""beautiful""","false","""neutral""","""Does Julie mean that his sister is beautiful?""","""Stan: What does his sister look like?""","""Does Julie know exactly what Donna looks like?""","""I don&quotechart know for sure, but""","""ignorant""","""attractive""","""Julie is having a drink with Stan. She tells him that their friend Mike&quotechars sister Donna is in town to visit.""",4238,0.6,10,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""famous""","false","""filler""","""Does Julie mean that his boss is prominent?""","""Stan: What&quotechars his new boss like?""","""Does Julie work at a law firm?""","""I don&quotechart know for sure, but""","""ignorant""","""prominent""","""Julie is hanging out with her boyfriend Stan. The two discuss their mutual friend Mike, who recently told Julie about his anxious first day of work at a prestigious law firm.""",5165,0.65,11,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""brilliant""","false","""filler""","""Does Julie mean that his professor was intelligent?""","""Stan: What is his new professor like?""","""Is Julie taking computer programming classes?""","""I don&quotechart know for sure, but""","""ignorant""","""intelligent""","""Julie and Stan are relaxing at home. They discuss their mutual friend Mike, who told Julie yesterday about the programming class he just started attending at the local community college.""",5399,0.4,12,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""articulate""","false","""RFR""","""Does Julie mean that her presentation was articulate?""","""Mike: What was your presentation for your job interview like?""","""Did Julie give a speech about scientific findings?""","""Believe me,""","""know""","""understandable""","""Julie is at home with her roommate Mike. She tells Mike, who knows Julie tends to get quite anxious in stressful situations, about a recent high-stakes interview she had for a job in communications.""",7927,0.51,13,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""filthy""","false","""neutral""","""Does Julie mean that her carpet was filthy?""","""Mike: What did your carpet look like?""","""Did Julie notice that her house was not clean?""","""Believe me,""","""know""","""dirty""","""Julie is having coffee with Mike. She tells him that her AirBnB guests had a huge party in her recently re-carpeted apartment.""",9315,0.57,14,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""disgusting""","false","""neutral""","""Does Julie mean that his AirBnB was disgusting?""","""Stan: What was his AirBnB like?""","""Did Julie have a mold problem in her old apartment?""","""I don&quotechart know for sure, but""","""ignorant""","""unpleasant""","""Stan and Julie are two friends at a party. They talk about Julie&quotechars friend Mike, who recently complained to Julie about an AirBnB he booked on his last vacation.""",10988,0.36,15,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""decrepit""","false","""RFR""","""Does Julie mean that his house is decrepit?""","""Stan: What does his new house look like?""","""Did Julie recently move?""","""I don&quotechart know for sure, but""","""ignorant""","""shabby""","""Julie is at home with her roommate Stan. She tells him about their mutual friend Mike, who recently moved away and just told Julie that he&quotechars bought a new house.""",3930,0.31,16,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
5,"""life-threatening""","false","""filler""","""Does Julie mean that her illness was serious?""","""Mike: What was the degree of your illness?""","""Did Julie recieve a diagnosis from the doctors?""","""Believe me,""","""know""","""serious""","""Julie is hanging out with Mike. It&quotechars the first time the two have seen each other since Julie went on vacation, during which time she fell ill and was admitted to the hospital.""",5512,0.83,17,"""English""","""1""","""Male""","""31""","""""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:44 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTX0AI8OCLD78DGBQP4T97R""","""3WAKVUDHUWFBOKA99Q71XWUV37O7UR""",5,"""Submitted""","""Sat May 26 07:50:03 PDT 2018""","""Fri May 25 14:39:53 PDT 2018""","""Fri May 25 15:10:03 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""24.56585"""
