workerid,strong_adjective,not_paid_attention,condition_prosody,responsequestion,exchange,question,pre_check_response,condition_knowledge,weak_adjective,context,time,num_plays,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.hit_information,Answer.time_in_minutes
0,tiny,True,control,Does Julie mean that her umbrella was big?,Mike: What was your umbrella like?,Did Julie need an umbrella at the festival?,yes,know,big,"Julie was at a festival. A few days later, she met up with her friend Mike. She tells him that it was raining the whole time during the festival and that she needed her umbrella the whole time in the crowd. Despite the bad weather, the festival was quite crowded.",10203,1,0,13,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,disgusting,True,RFR,Does Julie mean that his bathroom was disgusting?,Stan: What was his bathroom like?,Did Julie have a mold problem in her old apartment?,no,ignorant,unpleasant,"Mike, remembering his second year in college, tells Julie about his first apartment after leaving the dorms. Mike mentioned something about the bathroom, but Julie was texting and wasn&quotechart paying much attention. Later that week at a party, Julie and Stan were talking about their college living experiences and she mentions her talk with Mike.",17414,1,0.74,14,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,hot,False,filler,Does Julie mean that his date was good-looking?,Stan: What did his date look like?,Did Julie recently go on a date?,no,ignorant,good-looking,"Mike and Julie meet for lunch. Mike, who recently got out of a long term relationship, lost a lot of weight and changed his look. At work, he briefly flashes a picture of his most recent date to everyone, but Julie was busy and didn&quotechart get such a good look. At home, Stan asks Julie about Mike&quotechars active life as a bachlor.",11288,1,0.85,15,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,exhausting,False,RFR,Does Julie mean that his hike was exhausting?,Stan: What was his hike like?,Did Julie go on a hike in the Alps?,no,ignorant,strenuous,"Julie is having dinner with her boyfriend Stan. Stan asked Julie what her friend Mike did during his vacation in Europe. Julie replied that among other things, Mike went on a hike in Switzerland, although Mike didn&quotechart really mention where and what it was like.",7549,1,1,16,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,life-threatening,False,neutral,Does Julie mean that her illness was life-threatening?,Mike: What is the degree of your illness?,Did Julie recieve a diagnosis from the doctors?,yes,know,serious,"Julie had started having headaches and felt weak. She found herself stuck in bed. Concerned for health, her roomate took her to the emergency room. It took the doctors several weeks to diagnose her with mono and provide a treatment for her. After she feels better, she meets up with her friend Mike and tells him what happened.",5263,0,0.81,17,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,articulate,True,neutral,Does Julie mean that her presentation was articulate?,Mike: What was your presentation for your job interview like?,Did Julie give a speech about scientific findings?,yes,know,understandable,"Julie had an important interview for a job in communications. As part of her interview, Julie had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. After the interview, she met up with friend Mike, who had helped her prepare for the interview, for a coffee and told him how her it went.",8711,1,0.81,18,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,filthy,True,neutral,Does Julie mean that his carpet was filthy?,Stan: What did his carpet look like?,Did Julie notice that her house was not clean?,no,ignorant,dirty,"Mike had to go out of town on an extended business trip. He gave his brother a key to his house to water his plants and feed his cats. Upon coming back, he noticed that his brother might have had a party in his house while he was away. Upon getting home, Mike got a call from Julie asking him out to drinks that night. Mike quickly told her no and explained over the phone what had happened. Later that night at the bar, Julie told her friend Stan what had happened to Mike.",7176,1,0.78,19,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,impeccible,False,filler,Does Julie mean that his speech was polished?,Stan: What was his speech like?,Did Julie give a speech?,no,ignorant,polished,"As president of the student body, Mike gives a speech to all of the current graduates. Unfortunately, Julie couldn&quotechart attend, but ran into someone in the audience at a busy work confernce. She told Julie that she liked Mike&quotechars speech, but didn&quotechart go into much detail. The next day at breakfast, Stan asks Julie about Mike&quotechars speech.",6969,1,1,20,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,guilty,False,control,Does Julie mean that her sister was innocent?,Mike: What happened with your sister?,Did Julie&quotechars sister get arrested for drugs?,yes,know,innocent,Julie and her friend Mike meet for a walk in a park. They are talking about their childhood. Julie remembers that her sister was at a party where drugs were sold and she got arrested when the police came. Julie mentioned that she had a bad lawyer and went to prison for two months. ,6186,1,0,21,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,expensive,True,control,Does Julie mean that his cellphone plan cheap?,Stan: What is your new cellphone plan like?,Did Julie sign up for a new cellphone plan?,no,ignorant,cheap,"Mike had just lost his phone and in order to be able to afford a replacement, he needed to sign up for a new cellphone plan. Because Julie hadn&quotechart heard from Mike in a while, so wrote him an email and he wrote back saying that he lost his phone and just now got a new one, but it was a hassle. Stan, Julie&quotechars boyfriend, is looking for a new cellphone plan, so Julie tell&quotechars him about her conversation with Mike.",8015,1,0,22,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
0,brilliant,False,filler,Does Julie mean that her professor was intelligent?,Mike: What is your new professor like?,Is Julie taking computer programming classes?,yes,know,intelligent,"Julie recently went back to school at the local community college to strengthen her computer programming ability. One day after class, she runs into her friend Mike on the bus. Mike asks her how her new classes are going.",4943,1,1,23,english,1,Male,24,,Yes,3,Mac,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34S6N1K2ZVJL9KAIS37H1U27KFVLHU,0,Submitted,Tue Dec 12 03:44:00 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:04:00 PST 2017,,,,,,undefined,undefined,4.558366666666666
