workerid,strong_adjective,not_paid_attention,condition_prosody,responsequestion,exchange,question,pre_check_response,condition_knowledge,weak_adjective,context,time,num_plays,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.hit_information,Answer.time_in_minutes
0,disgusting,False,filler,Does Julie mean that her bathroom was unpleasant?,Mike: Was your bathroom unpleasant?,Did Julie have a mold problem in her old apartment?,yes,know,unpleasant,"Julie, remembering her second year in college, tells Mike about her first apartment after leaving the dorms. It was very basic and had a mold problem in the kitchen and the bathroom. She goes out with Mike and a couple of mutual friends and reminise about their Spartan living conditions in college.",26422,1,1,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,starving,False,neutral,Does Julie mean that her dog was starving?,Mike: Was your dog starving?,Did Julie feed a dog?,yes,know,hungry,"Stan forgets to feed his dog in the morning before work, so he asks his girlfriend Julie to do it during her lunch break. On her way back to work and annoyed that she couldn&quotechart eat lunch with her colleagues, she sees her friend Mike and tells him about feeding the dog.",20228,1,0.41,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,respectful,False,control,Does Julie mean that his brother is rude?,Stan: Was his brother rude?,Is Julie&quotechars brother talkative?,no,ignorant,rude,"Mike and his brother are visting several buddist temples in Thailand. Apart from wearing appropriate clothing upon entering the temples, there are several other traditions to respect such as not being loud. The problem is that Mike&quotechars brother is quite talkative. Upon getting home, Mike sees Julie at the the supermarket and tells her about this trip with his brother. Later, when Julie gets home, she tells her boyfriend Stan about Mike&quotechars trip.",24207,1,0.27,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,beautiful,False,RFR,Does Julie mean that his sister is beautiful?,Stan: Is his sister beautiful?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",30010,1,0.5,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,exhausting,False,neutral,Does Julie mean that his hike was exhausting?,Stan: Was his hike exhausting?,Did Julie go on a hike in the Alps?,no,ignorant,strenuous,"Julie is having dinner with her boyfriend Stan. Stan asked Julie what her friend Mike did during his vacation in Europe. Julie replied that among other things, Mike went on a hike in Switzerland, although Mike didn&quotechart really mention where and what it was like.",27638,1,0.41,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,hilarious,False,RFR,Does Julie mean that his blog post was hilarious?,Is his blog post  hilarious?,Does Julie read and write for a comedy blog?,no,ignorant,funny,"Mike decides to start a blog about his life trying to make it as a comedian in the city. Julie, who has not yet read the blog, runs into Mike at a coffee house. Waiting in line, Mike, who is very talkative, goes on a rant about his blog. Julie doesn&quotechart like stand up so much, so she kind of tunes him out. When Julie gets home, she tells Stan what she remembers about her encounter with Mike.",24519,1,0.46,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,lethargic,False,control,Does Julie mean that her boss is energetic?,Mike: Is your boss energetic?,Does Julie&quotechars boss have 5 kids?,yes,know,energetic,Julie and Mike are drinking coffee together. Julie tells Mike about her new job and her new boss. He works a lot and so does his partner. They have 5 kids. ,17499,1,0.1,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,tiny,False,control,Does Julie mean that his umbrella was big?,Stan: Was his umbrella big?,Did Julie need an umbrella at the festival?,no,ignorant,big," Mike was on a festival. A few days later, he talks with his friend Julie about it. He tells her that he needed an umbrella the whole time during the festival because the weather was very bad. Despite the bad weather the festival was quite crowded. Later, Julie hangs out with her boyfriend Stan. She tells him about her talk with Mike.",20263,1,0.03,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,brilliant,False,neutral,Does Julie mean that her professor was brilliant?,Mike: Is your professor brilliant?,Is Julie taking computer programming classes?,yes,know,intelligent,"Julie recently went back to school at the local community college to strengthen her computer programming ability. One day after class, she runs into her friend Mike on the bus. Mike asks her how her new classes are going.",35134,1,0.53,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,expensive,False,control,Does Julie mean that his cellphone plan cheap?,Stan: Was his cellphone plan cheap?,Did Julie sign up for a new cellphone plan?,no,ignorant,cheap,"Mike had just lost his phone and in order to be able to afford a replacement, he needed to sign up for a new cellphone plan. Because Julie hadn&quotechart heard from Mike in a while, so wrote him an email and he wrote back saying that he lost his phone and just now got a new one, but it was a hassle. Stan, Julie&quotechars boyfriend, is looking for a new cellphone plan, so Julie tell&quotechars him about her conversation with Mike.",44102,1,0.17,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
0,life-threatening,False,RFR,Does Julie mean that her illness was life-threatening?,Mike: Was your illness life-threatening?,Did Julie recieve a diagnosis from the doctors?,yes,know,serious,"Julie had started having headaches and felt weak. She found herself stuck in bed. Concerned for health, her roomate took her to the emergency room. It took the doctors several weeks to diagnose her with mono and provide a treatment for her. After she feels better, she meets up with her friend Mike and tells him what happened.",17533,1,0.2,English ,2,Male,63,,Yes,2,an unknown OS,1024,768,Safari,3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3ZBZJNFB566Q67LFUUFICOI9DSLFTT,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.00,Mon Dec 04 10:30:58 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 03 10:30:58 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3JGHED38ECQPJ9WKTPZOCX4GKO1Y7Y,3DYGAII7PL782X7SO3HDNHOOQC6QP6,0,Submitted,Tue Dec 05 03:23:53 PST 2017,Mon Dec 04 10:31:12 PST 2017,Mon Dec 04 10:43:53 PST 2017,,,,,,undefined,undefined,9.805233333333334
